nombre,entradas_1/3,entradas_2/3,entradas_3/3,duelos_ganados,entradas,entradas_ganadas,bloqueos,bloqueos_tiro,bloqueos_pase,temporada,liga
armel bella kotchap,28,9,0,75.0,37,17,29,12,17,2022-2023,premier-league
saïd benrahma,11,7,7,40.7,25,15,23,1,22,2022-2023,premier-league
rodrigo bentancur,15,21,9,57.1,45,28,28,15,13,2022-2023,premier-league
daniel bentley,1,0,0,100.0,1,1,0,0,0,2022-2023,premier-league
victor bernth kristiansen,18,16,4,73.3,38,23,16,4,12,2022-2023,premier-league
owen bevan,0,0,0,,0,0,0,0,0,2022-2023,premier-league
giulian biancone,2,0,0,100.0,2,1,0,0,0,2022-2023,premier-league
philip billing,21,33,9,26.2,63,36,48,8,40,2022-2023,premier-league
yves bissouma,6,6,4,28.6,16,13,15,6,9,2022-2023,premier-league
willy boly,8,3,2,61.5,13,6,13,4,9,2022-2023,premier-league
sven botman,31,7,0,78.6,38,24,44,24,20,2022-2023,premier-league
jarrod bowen,14,11,14,27.6,39,16,47,9,38,2022-2023,premier-league
james bree,4,1,0,75.0,5,3,3,1,2,2022-2023,premier-league
armando broja,0,3,1,100.0,4,1,10,1,9,2022-2023,premier-league
david brooks,1,0,0,0.0,1,0,2,0,2,2022-2023,premier-league
lewis brunt,0,0,0,,0,0,0,0,0,2022-2023,premier-league
emi buendía,20,20,12,28.4,52,23,20,2,18,2022-2023,premier-league
hugo bueno,23,6,4,51.5,33,16,14,1,13,2022-2023,premier-league
facundo buonanotte,1,1,0,4.5,2,1,5,2,3,2022-2023,premier-league
dan burn,29,23,8,50.7,60,38,42,16,26,2022-2023,premier-league
cafú,0,0,0,,0,0,0,0,0,2022-2023,premier-league
moisés caicedo,41,47,12,58.8,100,50,43,7,36,2022-2023,premier-league
tom cairney,4,8,5,70.0,17,6,18,3,15,2022-2023,premier-league
duje ćaleta-car,9,4,1,66.7,14,10,15,11,4,2022-2023,premier-league
dominic calvert-lewin,1,0,3,20.0,4,2,5,1,4,2022-2023,premier-league
chem campbell,1,1,0,0.0,2,1,2,0,2,2022-2023,premier-league
joão cancelo,16,9,4,70.8,29,21,7,1,6,2022-2023,premier-league
thomas cannon,0,0,0,,0,0,0,0,0,2022-2023,premier-league
sergi canós,0,0,0,0.0,0,0,3,1,2,2022-2023,premier-league
diego carlos,0,1,0,0.0,1,0,2,2,0,2022-2023,premier-league
fabio carvalho,3,3,2,50.0,8,8,6,0,6,2022-2023,premier-league
casemiro,43,35,10,51.1,88,46,49,11,38,2022-2023,premier-league
matty cash,36,15,4,70.3,55,32,20,5,15,2022-2023,premier-league
timothy castagne,53,27,7,48.8,87,44,50,13,37,2022-2023,premier-league
jonny castro,22,10,1,44.7,33,15,26,5,21,2022-2023,premier-league
nathaniel chalobah,1,0,0,100.0,1,1,0,0,0,2022-2023,premier-league
trevoh chalobah,22,6,3,68.6,31,20,17,7,10,2022-2023,premier-league
calum chambers,7,2,0,75.0,9,6,5,4,1,2022-2023,premier-league
shea charles,4,0,0,100.0,4,0,0,0,0,2022-2023,premier-league
ben chilwell,12,8,1,52.0,21,17,21,2,19,2022-2023,premier-league
ryan christie,10,23,1,28.0,34,22,16,4,12,2022-2023,premier-league
carney chukwuemeka,7,6,0,60.0,13,7,7,0,7,2022-2023,premier-league
bobby clark,0,0,0,,0,0,2,0,2,2022-2023,premier-league
nathaniel clyne,13,9,5,60.9,27,16,22,4,18,2022-2023,premier-league
conor coady,8,6,0,46.7,14,9,21,17,4,2022-2023,premier-league
jack colback,12,6,0,62.5,18,13,3,0,3,2022-2023,premier-league
séamus coleman,21,10,4,65.5,35,26,14,7,7,2022-2023,premier-league
nathan collins,19,8,0,62.5,27,15,35,28,7,2022-2023,premier-league
levi colwill,4,4,0,44.4,8,7,5,3,2,2022-2023,premier-league
lewis cook,10,22,5,40.9,37,22,29,10,19,2022-2023,premier-league
steve cook,4,4,0,71.4,8,4,16,11,5,2022-2023,premier-league
liam cooper,27,9,2,63.9,38,23,16,8,8,2022-2023,premier-league
maxwel cornet,5,0,2,66.7,7,3,6,0,6,2022-2023,premier-league
diego costa,3,0,0,22.2,3,1,6,1,5,2022-2023,premier-league
vladimír coufal,37,15,6,70.6,58,31,24,6,18,2022-2023,premier-league
philippe coutinho,8,8,3,60.0,19,14,11,1,10,2022-2023,premier-league
conor coventry,0,0,0,,0,0,0,0,0,2022-2023,premier-league
matthew craig,2,2,0,,4,1,0,0,0,2022-2023,premier-league
aaron cresswell,12,7,2,38.7,21,11,21,11,10,2022-2023,premier-league
marc cucurella,40,15,11,50.0,66,33,28,8,20,2022-2023,premier-league
matheus cunha,0,5,2,20.0,7,4,15,3,12,2022-2023,premier-league
patson daka,6,8,0,23.1,14,8,14,2,12,2022-2023,premier-league
diogo dalot,40,13,1,73.3,54,41,25,7,18,2022-2023,premier-league
mikkel damsgaard,13,13,5,35.7,31,21,20,2,18,2022-2023,premier-league
danilo,7,9,2,24.0,18,7,26,6,20,2022-2023,premier-league
arnaut danjuma,1,1,0,,2,0,1,0,1,2022-2023,premier-league
josh dasilva,6,6,6,40.0,18,9,22,6,16,2022-2023,premier-league
david datro fofana,1,1,1,100.0,3,1,1,0,1,2022-2023,premier-league
ben davies,13,13,2,53.8,28,11,17,8,9,2022-2023,premier-league
tom davies,5,9,1,50.0,15,9,10,1,9,2022-2023,premier-league
craig dawson,9,2,0,71.4,11,7,9,6,3,2022-2023,premier-league
craig dawson,6,3,0,57.1,9,6,31,23,8,2022-2023,premier-league
kevin de bruyne,3,12,13,35.9,28,12,27,2,25,2022-2023,premier-league
bobby de cordova-reid,14,14,14,44.4,42,24,25,3,22,2022-2023,premier-league
siriki dembélé,2,1,0,0.0,3,1,1,0,1,2022-2023,premier-league
leander dendoncker,11,6,2,50.0,19,9,19,4,15,2022-2023,premier-league
leander dendoncker,0,3,1,66.7,4,2,2,0,2,2022-2023,premier-league
emmanuel dennis,5,5,7,44.4,17,11,13,1,12,2022-2023,premier-league
halil dervişoğlu,0,0,0,0.0,0,0,0,0,0,2022-2023,premier-league
kiernan dewsbury-hall,14,34,5,40.4,53,29,55,13,42,2022-2023,premier-league
ibrahima diallo,14,10,1,57.1,25,15,11,1,10,2022-2023,premier-league
rúben dias,10,10,1,61.1,21,13,21,13,8,2022-2023,premier-league
luis díaz,4,8,5,53.3,17,11,8,0,8,2022-2023,premier-league
eric dier,16,12,2,47.4,30,19,41,24,17,2022-2023,premier-league
lucas digne,20,9,1,60.6,30,12,18,5,13,2022-2023,premier-league
issa diop,18,9,1,53.1,28,19,24,17,7,2022-2023,premier-league
moussa djenepo,13,5,1,40.7,19,11,19,2,17,2022-2023,premier-league
ben doak,1,2,0,100.0,3,2,1,0,1,2022-2023,premier-league
matt doherty,12,3,1,80.0,16,10,11,6,5,2022-2023,premier-league
abdoulaye doucouré,9,15,7,32.4,31,20,26,3,23,2022-2023,premier-league
cheick doucouré,40,33,4,55.8,77,46,47,13,34,2022-2023,premier-league
flynn downes,4,10,2,50.0,16,9,15,2,13,2022-2023,premier-league
kami doyle,0,0,0,,0,0,0,0,0,2022-2023,premier-league
cody drameh,0,4,1,66.7,5,4,0,0,0,2022-2023,premier-league
martin dúbravka,0,0,0,0.0,0,0,0,0,0,2022-2023,premier-league
shane duffy,0,0,0,,0,0,0,0,0,2022-2023,premier-league
lewis dunk,19,9,2,43.9,30,19,37,27,10,2022-2023,premier-league
jáder durán,0,1,1,25.0,2,2,0,0,0,2022-2023,premier-league
malcolm ebiowei,1,0,0,0.0,1,1,2,0,2,2022-2023,premier-league
ederson,3,0,0,50.0,3,1,0,0,0,2022-2023,premier-league
odsonne édouard,7,12,6,53.8,25,13,17,5,12,2022-2023,premier-league
samuel edozie,6,10,1,37.5,17,10,7,0,7,2022-2023,premier-league
anthony elanga,0,2,1,50.0,3,0,4,0,4,2022-2023,premier-league
harvey elliott,6,12,9,24.3,27,18,26,1,25,2022-2023,premier-league
mohamed elneny,1,0,0,100.0,1,1,0,0,0,2022-2023,premier-league
mohamed elyounoussi,22,20,4,43.2,46,28,40,3,37,2022-2023,premier-league
emerson,38,12,4,67.5,54,33,17,3,14,2022-2023,premier-league
julio enciso,3,6,4,61.5,13,4,9,0,9,2022-2023,premier-league
christian eriksen,10,7,5,30.3,22,18,23,9,14,2022-2023,premier-league
pervis estupiñán,36,19,6,58.3,61,31,30,8,22,2022-2023,premier-league
jonny evans,12,1,0,63.6,13,5,15,11,4,2022-2023,premier-league
eberechi eze,17,18,7,47.4,42,24,22,0,22,2022-2023,premier-league
łukasz fabiański,2,0,0,50.0,2,0,1,0,1,2022-2023,premier-league
fabinho,18,40,7,38.7,65,38,38,11,27,2022-2023,premier-league
wout faes,28,26,2,63.6,56,33,53,37,16,2022-2023,premier-league
felipe,29,13,0,58.5,42,23,34,13,21,2022-2023,premier-league
joão félix,5,6,3,33.3,14,7,3,0,3,2022-2023,premier-league
evan ferguson,1,3,2,14.3,6,3,11,1,10,2022-2023,premier-league
bruno fernandes,24,25,19,42.3,68,42,37,5,32,2022-2023,premier-league
enzo fernández,25,17,3,37.5,45,27,32,2,30,2022-2023,premier-league
roberto firmino,2,12,3,18.2,17,12,16,1,15,2022-2023,premier-league
junior firpo,27,15,5,52.2,47,25,23,7,16,2022-2023,premier-league
phil foden,9,5,2,42.1,16,10,25,2,23,2022-2023,premier-league
wesley fofana,1,2,1,33.3,4,2,1,1,0,2022-2023,premier-league
wesley fofana,19,7,4,50.0,30,18,17,10,7,2022-2023,premier-league
pablo fornals,9,12,9,38.2,30,15,16,2,14,2022-2023,premier-league
adam forshaw,5,7,0,41.2,12,9,9,1,8,2022-2023,premier-league
fraser forster,1,0,0,,1,0,1,0,1,2022-2023,premier-league
tyrese francois,0,0,0,0.0,0,0,0,0,0,2022-2023,premier-league
ryan fraser,0,0,2,40.0,2,2,3,1,2,2022-2023,premier-league
fred,24,20,3,39.5,47,30,38,2,36,2022-2023,premier-league
ryan fredericks,2,0,1,25.0,3,2,7,2,5,2022-2023,premier-league
remo freuler,23,15,5,44.2,43,23,36,9,27,2022-2023,premier-league
cody gakpo,4,13,9,34.2,26,15,13,1,12,2022-2023,premier-league
conor gallagher,17,19,10,27.0,46,33,41,10,31,2022-2023,premier-league
idrissa gana gueye,49,35,13,50.0,97,57,50,12,38,2022-2023,premier-league
alejandro garnacho,2,0,3,9.1,5,2,5,0,5,2022-2023,premier-league
james garner,4,8,4,47.4,16,13,9,1,8,2022-2023,premier-league
david de gea,0,0,0,0.0,0,0,0,0,0,2022-2023,premier-league
joe gelhardt,1,3,2,60.0,6,2,5,0,5,2022-2023,premier-league
saman ghoddos,0,1,1,33.3,2,1,5,1,4,2022-2023,premier-league
morgan gibbs-white,3,0,0,50.0,3,1,2,0,2,2022-2023,premier-league
morgan gibbs-white,7,7,12,33.3,26,14,23,4,19,2022-2023,premier-league
bryan gil,3,0,0,0.0,3,1,3,0,3,2022-2023,premier-league
billy gilmour,2,2,1,25.0,5,2,5,2,3,2022-2023,premier-league
wilfried gnonto,7,15,5,33.3,27,17,24,1,23,2022-2023,premier-league
ben godfrey,13,5,2,37.9,20,11,12,6,6,2022-2023,premier-league
joão gomes,14,14,1,56.5,29,13,12,3,9,2022-2023,premier-league
toti gomes,11,4,0,69.2,15,9,16,8,8,2022-2023,premier-league
joe gomez,15,11,2,57.9,28,21,17,11,6,2022-2023,premier-league
sergio gómez,6,1,2,62.5,9,4,5,3,2,2022-2023,premier-league
anthony gordon,5,7,2,45.0,14,12,9,1,8,2022-2023,premier-league
anthony gordon,17,10,7,33.3,34,22,19,0,19,2022-2023,premier-league
demarai gray,9,14,10,54.8,33,24,23,3,20,2022-2023,premier-league
jack grealish,10,12,3,56.5,25,16,17,3,14,2022-2023,premier-league
sam greenwood,7,8,0,38.1,15,7,10,2,8,2022-2023,premier-league
pascal groß,23,27,9,45.5,59,38,32,10,22,2022-2023,premier-league
vicente guaita,0,0,0,,0,0,0,0,0,2022-2023,premier-league
gonçalo guedes,4,3,1,62.5,8,6,4,0,4,2022-2023,premier-league
marc guéhi,39,11,2,61.9,52,27,45,24,21,2022-2023,premier-league
bruno guimarães,27,46,5,58.5,78,40,28,4,24,2022-2023,premier-league
i̇lkay gündoğan,7,13,10,35.3,30,18,18,3,15,2022-2023,premier-league
darko gyabi,1,1,0,,2,2,2,0,2,2022-2023,premier-league
erling haaland,0,2,1,20.0,3,2,12,4,8,2022-2023,premier-league
lewis hall,19,4,0,68.2,23,12,8,0,8,2022-2023,premier-league
luke harris,0,0,0,,0,0,0,0,0,2022-2023,premier-league
jack harrison,5,15,21,23.1,41,17,47,2,45,2022-2023,premier-league
kai havertz,4,20,10,33.3,34,16,28,0,28,2022-2023,premier-league
jan paul van hecke,3,4,1,100.0,8,6,8,5,3,2022-2023,premier-league
hwang hee-chan,7,8,5,30.0,20,9,18,2,16,2022-2023,premier-league
dean henderson,0,0,0,,0,0,0,0,0,2022-2023,premier-league
jordan henderson,10,18,4,41.7,32,23,21,3,18,2022-2023,premier-league
wayne hennessey,1,0,0,100.0,1,0,0,0,0,2022-2023,premier-league
rico henry,20,28,9,53.7,57,31,29,8,21,2022-2023,premier-league
son heung-min,7,8,9,30.0,24,12,23,2,21,2022-2023,premier-league
aaron hickey,27,11,0,56.3,38,26,18,7,11,2022-2023,premier-league
jack hinshelwood,1,0,0,,1,0,0,0,0,2022-2023,premier-league
joseph hodge,1,3,1,75.0,5,2,5,0,5,2022-2023,premier-league
rob holding,4,4,0,50.0,8,5,6,5,1,2022-2023,premier-league
mason holgate,8,3,0,27.3,11,7,7,3,4,2022-2023,premier-league
will hughes,11,16,2,55.0,29,16,16,7,9,2022-2023,premier-league
omari hutchinson,0,0,0,,0,0,0,0,0,2022-2023,premier-league
pierre højbjerg,28,22,6,38.8,56,30,46,17,29,2022-2023,premier-league
kelechi iheanacho,0,3,4,30.0,7,2,9,1,8,2022-2023,premier-league
danny ings,0,4,5,35.7,9,8,8,2,6,2022-2023,premier-league
danny ings,1,6,3,16.7,10,5,12,1,11,2022-2023,premier-league
alexander isak,4,7,7,35.7,18,8,21,2,19,2022-2023,premier-league
daniel iversen,0,0,0,,0,0,0,0,0,2022-2023,premier-league
alex iwobi,37,28,4,50.8,69,37,41,2,39,2022-2023,premier-league
daniel james,1,3,2,50.0,6,2,4,0,4,2022-2023,premier-league
daniel james,4,5,1,44.4,10,6,5,1,4,2022-2023,premier-league
reece james,10,18,3,78.9,31,20,17,2,15,2022-2023,premier-league
vitaly janelt,20,24,10,42.9,54,27,29,9,20,2022-2023,premier-league
pontus jansson,4,1,0,60.0,5,3,13,9,4,2022-2023,premier-league
mathias jensen,29,30,12,35.1,71,36,54,5,49,2022-2023,premier-league
gabriel jesus,16,8,9,46.9,33,25,27,3,24,2022-2023,premier-league
raúl jiménez,3,5,1,50.0,9,6,9,0,9,2022-2023,premier-league
joelinton,36,26,8,41.9,70,49,52,7,45,2022-2023,premier-league
ben johnson,12,4,4,66.7,20,14,12,4,8,2022-2023,premier-league
brennan johnson,18,8,8,27.6,34,20,30,1,29,2022-2023,premier-league
sam johnstone,0,0,0,,0,0,0,0,0,2022-2023,premier-league
curtis jones,8,12,14,58.1,34,17,12,2,10,2022-2023,premier-league
jorginho,6,10,2,20.8,18,13,7,2,5,2022-2023,premier-league
jorginho,22,14,6,47.8,42,23,18,3,15,2022-2023,premier-league
mateo joseph,0,0,0,,0,0,1,0,1,2022-2023,premier-league
diogo jota,8,8,7,32.4,23,15,5,0,5,2022-2023,premier-league
hamed junior traorè,5,9,3,33.3,17,11,9,0,9,2022-2023,premier-league
james justin,7,12,1,50.0,20,18,24,6,18,2022-2023,premier-league
mathias jørgensen,9,8,0,42.9,17,8,19,12,7,2022-2023,premier-league
sasa kalajdzic,0,0,0,,0,0,0,0,0,2022-2023,premier-league
boubacar kamara,25,23,10,48.2,58,25,38,12,26,2022-2023,premier-league
harry kane,1,6,8,33.3,15,12,27,7,20,2022-2023,premier-league
n'golo kanté,4,10,2,50.0,16,10,11,0,11,2022-2023,premier-league
michael keane,5,2,0,62.5,7,4,12,7,5,2022-2023,premier-league
neeskens kebano,8,6,3,50.0,17,9,14,0,14,2022-2023,premier-league
thilo kehrer,25,14,4,46.7,43,24,16,6,10,2022-2023,premier-league
naby keïta,2,3,0,25.0,5,4,1,0,1,2022-2023,premier-league
caoimhín kelleher,0,0,0,,0,0,0,0,0,2022-2023,premier-league
lloyd kelly,23,9,1,68.4,33,18,26,15,11,2022-2023,premier-league
max kilman,26,9,1,53.3,36,20,70,42,28,2022-2023,premier-league
jakub kiwior,6,1,0,62.5,7,5,5,3,2,2022-2023,premier-league
mateusz klich,3,4,5,53.8,12,8,4,0,4,2022-2023,premier-league
robin koch,32,16,5,42.9,53,30,44,21,23,2022-2023,premier-league
ibrahima konaté,25,13,0,59.3,38,26,12,5,7,2022-2023,premier-league
ezri konsa,25,15,2,69.2,42,20,41,23,18,2022-2023,premier-league
kalidou koulibaly,34,8,3,65.0,45,31,30,13,17,2022-2023,premier-league
cheikhou kouyaté,18,8,3,69.2,29,21,14,2,12,2022-2023,premier-league
mateo kovačić,16,14,6,38.9,36,24,10,1,9,2022-2023,premier-league
emil krafth,0,0,0,,0,0,0,0,0,2022-2023,premier-league
rasmus kristensen,35,21,6,55.3,62,35,32,14,18,2022-2023,premier-league
dejan kulusevski,23,7,8,36.4,38,15,19,0,19,2022-2023,premier-league
layvin kurzawa,1,1,1,100.0,3,2,1,1,0,2022-2023,premier-league
adam lallana,6,2,1,0.0,9,4,6,0,6,2022-2023,premier-league
tariq lamptey,6,4,1,71.4,11,6,7,3,4,2022-2023,premier-league
manuel lanzini,1,1,0,33.3,2,2,2,0,2,2022-2023,premier-league
aymeric laporte,6,4,1,63.6,11,8,10,4,6,2022-2023,premier-league
juan larios,6,1,0,100.0,7,6,2,0,2,2022-2023,premier-league
jamaal lascelles,1,0,0,100.0,1,0,3,2,1,2022-2023,premier-league
roméo lavia,27,29,4,39.6,60,35,47,11,36,2022-2023,premier-league
dexter lembikisa,0,0,0,,0,0,0,0,0,2022-2023,premier-league
mario lemina,22,13,3,52.6,38,24,26,8,18,2022-2023,premier-league
clément lenglet,18,15,5,47.1,38,23,26,11,15,2022-2023,premier-league
bernd leno,0,0,0,0.0,0,0,0,0,0,2022-2023,premier-league
jefferson lerma,23,23,4,44.4,50,30,32,15,17,2022-2023,premier-league
jamal lewis,0,0,0,,0,0,0,0,0,2022-2023,premier-league
rico lewis,9,5,2,54.5,16,9,8,4,4,2022-2023,premier-league
keane lewis-potter,0,1,0,,1,0,5,1,4,2022-2023,premier-league
victor lindelöf,10,9,3,52.9,22,17,18,9,9,2022-2023,premier-league
jesse lingard,2,2,0,14.3,4,4,11,0,11,2022-2023,premier-league
valentino livramento,2,0,0,,2,1,0,0,0,2022-2023,premier-league
diego llorente,8,5,0,50.0,13,10,6,2,4,2022-2023,premier-league
hugo lloris,1,0,0,33.3,1,1,0,0,0,2022-2023,premier-league
renan lodi,38,8,6,50.0,52,39,25,6,19,2022-2023,premier-league
ruben loftus-cheek,8,14,3,54.5,25,14,15,2,13,2022-2023,premier-league
sean longstaff,16,20,6,38.5,42,21,35,8,27,2022-2023,premier-league
jamal lowe,0,0,0,,0,0,0,0,0,2022-2023,premier-league
douglas luiz,31,32,9,46.0,72,42,36,7,29,2022-2023,premier-league
saša lukić,1,4,3,42.9,8,3,6,2,4,2022-2023,premier-league
lyanco,15,9,0,66.7,24,16,30,25,5,2022-2023,premier-league
alexis mac allister,22,40,8,47.9,70,39,26,2,24,2022-2023,premier-league
james maddison,25,19,7,38.0,51,26,19,1,18,2022-2023,premier-league
noni madueke,5,4,3,46.2,12,8,13,2,11,2022-2023,premier-league
gabriel magalhães,29,15,4,66.7,48,30,49,26,23,2022-2023,premier-league
harry maguire,6,1,1,80.0,8,6,18,11,7,2022-2023,premier-league
riyad mahrez,8,13,9,33.3,30,14,27,1,26,2022-2023,premier-league
kobbie mainoo,0,0,0,,0,0,1,1,0,2022-2023,premier-league
ainsley maitland-niles,23,18,4,63.6,45,24,28,7,21,2022-2023,premier-league
tyrell malacia,33,12,1,56.0,46,33,13,3,10,2022-2023,premier-league
orel mangala,16,10,2,41.4,28,20,21,7,14,2022-2023,premier-league
javier manquillo,2,1,0,100.0,3,2,1,0,1,2022-2023,premier-league
sekou mara,5,8,1,33.3,14,10,11,0,11,2022-2023,premier-league
solly march,16,17,20,28.6,53,31,34,3,31,2022-2023,premier-league
emiliano marcondes,0,0,0,,0,0,0,0,0,2022-2023,premier-league
marquinhos,0,0,0,,0,0,0,0,0,2022-2023,premier-league
anthony martial,0,2,3,25.0,5,3,11,2,9,2022-2023,premier-league
gabriel martinelli,13,12,6,40.9,31,18,24,1,23,2022-2023,premier-league
emiliano martínez,0,0,0,0.0,0,0,0,0,0,2022-2023,premier-league
lisandro martínez,33,18,3,69.8,54,28,51,27,24,2022-2023,premier-league
pape matar sarr,4,2,1,50.0,7,6,3,2,1,2022-2023,premier-league
jean-philippe mateta,2,4,1,33.3,7,1,3,1,2,2022-2023,premier-league
joël matip,12,2,0,47.8,14,8,8,3,5,2022-2023,premier-league
neal maupay,3,4,4,50.0,11,5,8,0,8,2022-2023,premier-league
kevin mbabu,2,1,0,33.3,3,2,2,0,2,2022-2023,premier-league
bryan mbeumo,5,13,8,19.0,26,18,24,1,23,2022-2023,premier-league
james mcarthur,1,0,0,100.0,1,1,2,1,1,2022-2023,premier-league
alex mccarthy,0,0,0,0.0,0,0,0,0,0,2022-2023,premier-league
john mcginn,27,29,10,47.9,66,36,43,4,39,2022-2023,premier-league
scott mckenna,7,3,2,60.0,12,7,20,14,6,2022-2023,premier-league
weston mckennie,5,18,7,34.5,30,13,22,3,19,2022-2023,premier-league
dwight mcneil,35,14,15,41.5,64,41,46,7,39,2022-2023,premier-league
scott mctominay,16,10,6,59.1,32,19,15,6,9,2022-2023,premier-league
ben mee,28,13,4,54.1,45,24,54,42,12,2022-2023,premier-league
edouard mendy,0,0,0,,0,0,0,0,0,2022-2023,premier-league
nampalys mendy,7,6,0,53.3,13,9,20,4,16,2022-2023,premier-league
chris mepham,37,8,0,63.3,45,22,40,27,13,2022-2023,premier-league
illan meslier,2,0,0,50.0,2,1,0,0,0,2022-2023,premier-league
alex mighten,0,0,0,0.0,0,0,0,0,0,2022-2023,premier-league
lewis miley,0,0,0,,0,0,1,0,1,2022-2023,premier-league
luka milivojević,7,4,2,70.0,13,7,13,4,9,2022-2023,premier-league
james milner,11,11,4,44.1,26,16,14,2,12,2022-2023,premier-league
yerry mina,9,6,0,81.8,15,8,7,4,3,2022-2023,premier-league
tyrone mings,10,5,0,45.0,15,7,40,21,19,2022-2023,premier-league
tyrick mitchell,43,23,5,56.6,71,49,48,11,37,2022-2023,premier-league
kaoru mitoma,15,16,13,48.8,44,27,25,0,25,2022-2023,premier-league
aleksandar mitrović,8,4,2,41.7,14,7,22,5,17,2022-2023,premier-league
kieffer moore,2,9,3,31.3,14,11,12,5,7,2022-2023,premier-league
andrew moran,0,0,0,,0,0,1,0,1,2022-2023,premier-league
álex moreno,15,5,3,36.1,23,14,18,3,15,2022-2023,premier-league
mason mount,6,16,11,51.9,33,19,24,6,18,2022-2023,premier-league
lucas moura,1,3,4,25.0,8,5,0,0,0,2022-2023,premier-league
joão moutinho,24,21,6,41.3,51,30,22,6,16,2022-2023,premier-league
divin mubama,1,0,0,,1,1,0,0,0,2022-2023,premier-league
